10:29:19.488,spawnWaves,1
10:29:19.490,startGame
10:29:26.699,2,+y9,1
10:29:26.839,2,+y9,0
10:29:30.380,2,+u3,1
10:29:30.394,2,+u3,0
10:29:31.707,2,+y6,1
10:29:31.709,2,newWord,late
10:29:31.835,2,+y6,0
10:29:32.263,2,+y6,1
10:29:32.380,2,+y6,0
10:29:33.286,2,+u2,1
10:29:33.371,2,+u2,0
10:29:34.566,2,+r2,1
10:29:34.726,2,+r2,0
10:29:35.209,2,+uF,1
10:29:35.255,2,+uF,0
10:29:35.426,2,+uB,1
10:29:35.512,2,+uB,0
10:29:39.388,2,+y6,1
10:29:39.390,2,newWord,large
10:29:39.527,2,+y6,0
10:29:40.157,2,+u2,1
10:29:40.364,2,+u2,0
10:29:40.366,2,+u2,1
10:29:40.369,2,+u2,0
10:29:40.596,2,+uF,1
10:29:40.713,2,+uF,0
10:29:41.528,2,+r1,1
10:29:41.624,2,+r1,0
10:29:41.961,2,+uB,1
10:29:42.050,2,+uB,0
10:29:42.415,0,+uB,1
10:29:42.418,0,newWord,everyone
10:29:42.507,0,+uB,0
10:29:43.534,2,+uB,1
10:29:43.615,2,+uB,0
10:29:43.923,0,+uD,1
10:29:44.053,0,+uD,0
10:29:44.218,0,+uB,1
10:29:44.262,2,+uD,1
10:29:44.378,0,+uB,0
10:29:44.380,2,+uD,0
10:29:44.646,0,+uF,1
10:29:44.818,0,+uF,0
10:29:44.901,2,+uB,1
10:29:45.029,2,+uB,0
10:29:45.173,2,+uF,1
10:29:45.288,2,+uF,0
10:29:45.543,2,+r7,1
10:29:45.545,2,newWord,yone
10:29:45.674,2,+r7,0
10:29:45.798,0,+r7,1
10:29:45.944,0,+r7,0
10:29:46.141,0,+y2,1
10:29:46.233,0,+y2,0
10:29:46.657,0,+y9,1
10:29:46.693,2,+y2,1
10:29:46.739,2,+w3,1
10:29:46.778,0,+y9,0
10:29:46.832,2,+y2,0
10:29:47.217,2,+y9,1
10:29:47.382,2,+y9,0
10:29:47.696,0,+uB,1
10:29:47.705,spawnWaves,2
10:29:47.810,2,+w3,0
10:29:47.812,0,+uB,0
10:29:47.892,2,+uB,1
10:29:48.022,2,+uB,0
10:29:51.854,2,+y0,1
10:29:51.890,2,+y0,0
10:29:54.577,0,+y9,1
10:29:54.580,0,newWord,number
10:29:54.710,0,+y9,0
10:29:54.853,0,+y1,1
10:29:54.945,0,+y1,0
10:29:55.132,0,+y0,1
10:29:55.226,0,+y0,0
10:29:55.558,0,+yA,1
10:29:55.737,0,+yA,0
10:29:56.351,1,+u6,1
10:29:56.354,1,newWord,society
10:29:56.398,1,+u6,0
10:29:56.479,1,+u0,1
10:29:56.525,1,+u0,0
10:29:57.337,0,+y8,1
10:29:57.456,0,+y8,0
10:29:57.853,0,+uB,1
10:29:57.985,0,+uF,1
10:29:57.990,0,+uB,0
10:29:58.111,0,+uF,0
10:29:59.114,1,+g5,1
10:29:59.158,1,+g5,0
10:29:59.210,1,+g5,1
10:29:59.212,1,+g5,0
10:29:59.454,0,+y2,1
10:29:59.455,0,newWord,ociety
10:29:59.550,0,+y2,0
10:29:59.840,0,+uD,1
10:29:59.927,0,+uD,0
10:30:00.022,1,+u0,1
10:30:00.067,1,+u0,0
10:30:00.962,0,+u9,1
10:30:01.052,0,+u9,0
10:30:01.692,0,+y1,1
10:30:01.822,0,+y1,0
10:30:02.081,0,+u7,1
10:30:02.197,0,+u7,0
10:30:02.355,0,+uB,1
10:30:02.461,0,+uB,0
10:30:02.725,1,+y3,1
10:30:02.773,1,+w2,1
10:30:02.933,1,+w2,0
10:30:02.934,1,+w2,1
10:30:02.935,1,+y3,0
10:30:02.950,1,+w2,0
10:30:02.975,1,+w2,1
10:30:02.977,1,+w2,0
10:30:04.041,0,+r2,1
10:30:04.166,0,+r2,0
10:30:04.246,1,+r2,1
10:30:04.314,0,+r7,1
10:30:04.350,1,+r2,0
10:30:04.388,0,+r7,0
10:30:04.433,1,+r2,1
10:30:04.557,1,+r2,0
10:30:05.450,1,+y3,1
10:30:05.453,1,newWord,pattern
10:30:05.501,1,+w3,1
10:30:05.503,1,+w0,1
10:30:05.594,1,+w0,0
10:30:05.669,1,+y3,0
10:30:05.881,1,+y3,1
10:30:05.926,1,+y3,0
10:30:06.024,1,+y3,1
10:30:06.062,1,+y3,0
10:30:06.149,1,+y3,1
10:30:06.237,1,+y3,0
10:30:06.406,0,+uF,1
10:30:06.409,0,newWord,really
10:30:06.541,1,+w3,0
10:30:06.583,0,+uB,1
10:30:06.587,0,+uF,0
10:30:06.686,0,+uB,0
10:30:07.296,0,+u2,1
10:30:07.461,0,+u2,0
10:30:07.857,0,+y6,1
10:30:07.945,0,+y6,0
10:30:08.078,0,+y6,1
10:30:08.170,0,+y6,0
10:30:09.482,0,+r7,1
10:30:09.603,0,+r7,0
10:30:16.106,1,+r2,1
10:30:16.268,1,+r2,0
10:30:16.311,1,+r2,1
10:30:16.405,1,+r2,0
10:30:16.500,1,+r2,1
10:30:16.586,1,+r2,0
10:30:16.704,1,+r2,1
10:30:16.788,1,+r2,0
10:30:16.887,1,+r2,1
10:30:17.067,1,+r2,0
10:30:17.139,loseWaive,2
10:30:17.143,spawnWaves,1
10:30:17.157,1,+r2,1
10:30:17.224,1,+r2,0
10:30:17.351,1,+r2,1
10:30:17.569,1,+r2,0
10:30:17.570,1,+r2,1
10:30:17.702,1,+r2,0
10:30:17.747,1,+r2,1
10:30:17.874,1,+r2,0
10:30:19.972,0,+u1,1
10:30:20.137,0,+u1,0
10:30:21.126,1,+y3,1
10:30:21.257,1,+y3,0
10:30:21.465,1,+w3,1
10:30:21.672,1,+w3,0
10:30:22.321,1,+w3,1
10:30:22.492,1,+w3,0
10:30:25.425,1,+y5,1
10:30:25.568,1,+y5,0
10:30:32.004,1,+uB,1
10:30:32.176,1,+uB,0
10:30:33.216,1,+uD,1
10:30:33.335,1,+uD,0
10:30:36.037,1,+u2,1
10:30:36.041,1,+u2,0
10:30:36.164,1,+u2,1
10:30:36.167,1,+u2,0
10:30:36.848,1,+u3,1
10:30:36.977,1,+u3,0
10:30:37.194,1,+u7,1
10:30:37.196,1,newWord,western
10:30:37.283,1,+u7,0
10:30:38.107,1,+u4,1
10:30:38.279,1,+u4,0
10:30:39.421,1,+u5,1
10:30:39.589,1,+u5,0
10:30:40.420,1,+uB,1
10:30:40.550,1,+uB,0
10:30:41.200,1,+u6,1
10:30:41.205,1,+u6,0
10:30:41.207,1,+u6,1
10:30:41.322,1,+u6,0
10:30:41.671,1,+u7,1
10:30:41.809,1,+u7,0
10:30:43.371,1,+u2,1
10:30:43.530,1,+u2,0
10:30:43.892,1,+u6,1
10:30:43.990,1,+u6,0
10:30:44.496,1,+uA,1
10:30:44.643,1,+uA,0
10:30:44.904,1,+uE,1
10:30:45.075,1,+uE,0
10:30:46.128,1,+r2,1
10:30:46.261,1,+r2,0
10:30:47.264,1,+uB,1
10:30:47.436,1,+uB,0
10:30:47.653,1,+uF,1
10:30:47.799,1,+uF,0
10:30:48.402,loseWaive,1
10:30:48.836,1,+y9,1
10:30:48.839,1,+y9,0
10:30:48.841,1,+y9,1
10:30:48.886,1,+y9,0
10:30:48.888,1,+y9,1
10:30:48.892,1,+y9,0
10:30:54.849,1,+y6,1
10:30:54.978,1,+y6,0
10:30:55.102,1,+y2,1
10:30:55.203,1,+y2,0
10:30:55.496,1,+y3,1
10:30:55.633,1,+y3,0
10:31:01.401,1,+yF,1
10:31:01.567,1,+yF,0
10:31:02.170,1,+y7,1
