10:32:43.685,spawnWaves,1
10:32:43.687,startGame
10:32:44.637,0,+u1,1
10:32:44.646,2,+gE,1
10:32:53.300,0,+u1,0
10:32:53.621,0,+u9,1
10:32:53.746,0,+u9,0
10:32:54.091,0,+u5,1
10:32:54.403,0,+uA,1
10:32:54.484,0,+u5,0
10:32:54.485,0,+g1,1
10:32:54.561,0,+g1,0
10:32:54.646,0,+g1,1
10:32:54.648,0,+uA,0
10:32:54.650,0,+g1,0
10:32:54.687,0,+w4,1
10:32:54.807,0,+w4,0
10:32:54.809,0,+w4,1
10:32:54.851,0,+w4,0
10:32:54.852,0,+w4,1
10:32:55.616,0,+w4,0
10:32:56.502,0,+wC,1
10:32:56.587,0,+wC,0
10:32:57.635,2,+gE,0
10:32:57.636,2,+g6,1
10:32:57.638,2,+y9,1
10:32:57.641,2,+uD,1
10:32:57.659,2,+u9,1
10:32:57.661,2,+gA,1
10:32:57.999,2,+u9,0
10:32:58.001,2,+g6,0
10:32:58.083,2,+gA,0
10:32:58.163,1,+y1,1
10:32:58.165,2,+wE,1
10:32:58.323,2,+uD,0
10:32:58.325,2,+y9,0
10:32:58.368,2,+wE,0
10:32:58.407,2,+g5,1
10:32:58.492,2,+g5,0
10:32:58.615,1,+y1,0
10:32:58.735,2,+g4,1
10:32:59.078,2,+g4,0
10:32:59.502,1,+y6,1
10:32:59.707,1,+y6,0
10:33:02.667,1,+rF,1
10:33:02.831,1,+rF,0
10:33:02.848,1,+rF,1
10:33:02.910,1,+rF,0
10:33:03.763,0,+yA,1
10:33:04.088,0,+yA,0
10:33:05.261,0,+w6,1
10:33:05.344,0,+w2,1
10:33:05.649,0,+w6,0
10:33:05.652,0,+w2,0
10:33:05.993,0,+wA,1
10:33:06.038,0,+w2,1
10:33:06.080,0,+w2,0
10:33:06.527,0,+wA,0
10:33:06.731,0,+w4,1
10:33:07.135,loseWaive,1
10:33:08.160,0,+w4,0
10:33:08.161,0,+w4,1
10:33:09.410,0,+wB,1
10:33:09.538,0,+wB,0
10:33:09.540,0,+y8,1
10:33:09.545,0,+w4,0
10:33:09.546,0,+wB,1
10:33:09.655,0,+wB,0
10:33:09.857,loseWaive,1
10:33:09.862,0,+wE,1
10:33:10.143,0,+y8,0
10:33:10.384,0,+w4,1
10:33:10.386,0,+wE,0
10:33:10.387,0,+w5,1
10:33:10.426,1,+w0,1
10:33:10.511,0,+w5,0
10:33:10.591,0,+w4,0
10:33:10.592,0,+y8,1
10:33:10.646,0,+w3,1
10:33:10.648,0,+w9,1
10:33:10.649,0,+wB,1
10:33:10.711,1,+w0,0
10:33:10.875,0,+w9,0
10:33:10.877,0,+y8,0
10:33:10.954,0,+y8,1
10:33:10.956,0,+uA,1
10:33:10.958,0,+y8,0
10:33:10.993,0,+wB,0
10:33:11.040,0,+uA,0
10:33:11.238,0,+w3,0
10:33:11.362,0,+w9,1
10:33:11.363,0,+wD,1
10:33:11.403,0,+w1,1
10:33:11.480,0,+w1,0
10:33:11.807,0,+w9,0
10:33:11.851,0,+wD,0
10:33:22.981,1,+u3,1
10:33:22.982,1,newWord,quickly
10:33:23.146,1,+u3,0
10:33:23.924,0,+w3,1
10:33:24.336,1,+y0,1
10:33:24.423,1,+y0,0
10:33:24.627,1,+y1,1
10:33:24.630,0,+w3,0
10:33:24.711,1,+y1,0
10:33:24.878,0,+y0,1
10:33:25.043,0,+y0,0
10:33:25.498,0,+u3,1
10:33:25.500,2,+w0,1
10:33:25.540,1,+u9,1
10:33:25.676,1,+u9,0
10:33:25.679,0,+u3,0
10:33:25.784,2,+w0,0
10:33:26.078,0,+y0,1
10:33:26.236,0,+y0,0
10:33:26.282,1,+y5,1
10:33:26.365,0,+uF,1
10:33:26.368,1,+y5,0
10:33:26.453,0,+w3,1
10:33:26.544,0,+uF,0
10:33:26.555,0,+uF,1
10:33:26.702,1,+y6,1
10:33:26.823,1,+y6,0
10:33:26.911,0,+y3,1
10:33:26.994,0,+uF,0
10:33:27.072,0,+u3,1
10:33:27.118,0,+y3,0
10:33:27.323,0,+u3,0
10:33:27.362,0,+u7,1
10:33:27.570,0,+u7,0
10:33:27.818,0,+uB,1
10:33:27.898,0,+uF,1
10:33:27.982,0,+uB,0
10:33:28.147,0,+uF,0
10:33:28.310,1,+w3,1
10:33:28.393,1,+r7,1
10:33:28.406,spawnWaves,1
10:33:28.512,1,+r7,0
10:33:28.717,1,+w3,0
10:33:28.864,0,+uA,1
10:33:29.132,0,+uA,0
10:33:29.467,0,+u2,1
10:33:29.630,0,+u2,0
10:33:31.514,2,+uF,1
10:33:31.516,0,+w3,0
10:33:31.762,2,+uF,0
10:33:32.004,2,+uB,1
10:33:32.248,2,+uB,0
10:33:32.749,2,+r1,1
10:33:32.954,2,+r1,0
10:33:33.566,0,+w3,1
10:33:33.894,0,+gF,1
10:33:34.967,0,+gF,0
10:33:35.213,2,+y1,1
10:33:35.254,2,+w3,1
10:33:35.432,2,+y1,0
10:33:35.594,2,+w3,0
10:33:36.176,2,+y9,1
10:33:36.179,2,newWord,natural
10:33:36.222,2,+w3,1
10:33:36.384,2,+y9,0
10:33:36.387,2,+w3,0
10:33:37.302,2,+y9,1
10:33:37.506,2,+y9,0
10:33:37.590,0,+w3,0
10:33:37.634,2,+u2,1
10:33:37.840,2,+u2,0
10:33:38.793,2,+u2,1
10:33:39.002,2,+u2,0
10:33:42.030,0,+u6,1
10:33:42.191,0,+u6,0
10:33:42.821,0,+rB,1
10:33:42.946,0,+rB,0
10:33:43.157,0,+u2,1
10:33:43.321,0,+u2,0
10:33:43.528,0,+u6,1
10:33:43.695,0,+u6,0
10:33:43.861,0,+rB,1
10:33:43.986,0,+rB,0
10:33:44.062,0,+u2,1
10:33:44.231,0,+u2,0
10:33:45.190,0,+y9,1
10:33:45.311,0,+w3,1
10:33:45.398,0,+y9,0
10:33:45.561,0,+w3,0
10:33:46.105,0,+w3,1
10:33:46.393,0,+w3,0
10:33:46.394,0,+w3,1
10:33:46.437,0,+y5,1
10:33:46.514,0,+y5,0
10:33:48.012,2,+r4,1
10:33:48.222,2,+r4,0
10:33:48.473,2,+r4,1
10:33:48.640,2,+r4,0
10:33:48.933,2,+r4,1
10:33:49.266,2,+r4,0
10:33:51.598,0,+w3,0
10:33:51.599,0,+w3,1
10:33:51.600,0,+w3,0
10:33:51.724,0,+w3,1
10:33:51.766,0,+w3,0
10:33:52.390,2,+rC,1
10:33:52.507,2,+g7,1
10:33:52.591,2,+rC,0
10:33:52.593,2,+g7,0
10:33:52.676,2,+g7,1
10:33:52.718,2,+g7,0
10:33:52.756,0,+w3,1
10:33:53.053,2,+rC,1
10:33:53.673,2,+rC,0
10:33:53.674,0,+r2,1
10:33:53.688,0,newWord,tural
10:33:53.842,0,+r2,0
10:33:54.133,0,+y0,1
10:33:54.342,0,+y0,0
10:33:57.080,0,+uF,1
10:33:57.166,0,+uF,0
10:33:58.164,loseWaive,1
10:33:58.218,0,+u2,1
10:33:58.471,0,+u2,0
10:33:58.844,loseWaive,1
10:33:59.353,0,+y6,1
10:33:59.360,spawnWaves,1
10:33:59.550,0,+y6,0
10:33:59.551,0,+gF,1
